density,name,color,hardness,luster,streak,color3
3.20,Sabugalite,"yellow, light",2.5,Vitreous (Glassy),,
3.20,Sampleite,"green, bluish",4,Pearly,,
3.20,Scorodite,"green, yellowish",3.5-4,Vitreous - Greasy,,
3.20,Serandite,"brown, light",4.5-5.5,Vitreous - Pearly,,
3.20,Shirozulite !,"brown, dark reddish",3,Vitreous - Pearly,,
3.20,Simonkolleite,colorless,1.5,Vitreous (Glassy),,
3.20,Stokesite,colorless,6,Vitreous (Glassy),,
3.20,Straczekite,"black, greenish",1-2,Greasy (Oily),,
3.20,Torbernite,green,2-2.5,Vitreous - Pearly,,
3.20,Villyaellenite,colorless,4,Vitreous (Glassy),,
3.20,Wesselsite !,blue,4-5,Vitreous (Glassy),,
3.20,Yvonite !,"blue, turquoise",3.5-4,Vitreous (Glassy),,
3.21,Fedotovite,"green, blue",2.5,Vitreous - Silky,,
3.21,Karasugite,colorless,-,Vitreous (Glassy),,
3.21,Feruvite !,"black, brownish",7,Vitreous - Dull,,
3.21,Abenakiite-(Ce),"brown, pale",4,Vitreous (Glassy),,
3.21,Anthophyllite,white,5-6,Vitreous - Pearly,,
3.21,Mopungite,colorless,3,Vitreous - Dull,,
3.21,Nimite,"green, yellow",3,Pearly,,
3.21,Parascorodite !,white,1-2,Vitreous (Glassy),,
3.22,Childrenite,white,4.5-5,Vitreous - Resinous,,
3.22,Fianelite !,"red, orange",3,Vitreous - Adamantine,,
3.22,Kupletskite,"brown, yellow",4,Vitreous - Adamantine,,
3.22,Goyazite,"yellow, lemon",4-5,Vitreous - Greasy,,
3.22,Clinotyrolite,"green, emerald",-,Silky - Pearly,,
3.22,Cobaltarthurite !,"yellow, straw",3.5-4,Vitreous - Silky,,
3.22,Ericaite,purple,7-7.5,Vitreous (Glassy),,
3.22,Jervisite,"green, light",6-7,Vitreous (Glassy),,
3.22,Magnesiodumortierite,"red, pinkish",7.5,Vitreous (Glassy),,
3.22,Palermoite,colorless,5.5,Vitreous - Adamantine,,
3.22,Pararobertsite,bronze,2,Vitreous (Glassy),,
3.22,Svanbergite,colorless,5,Vitreous - Adamantine,,
3.22,Uramarsite !,"green, pale",2.5,Vitreous - Dull,,
3.22,Weloganite,white,3.5,Vitreous (Glassy),,
3.23,Tritomite-(Y),"black, greenish",3.5-6.5,Vitreous - Resinous,,
3.23,Magnesiohastingsite,green,5-6,Vitreous (Glassy),,
3.23,Metakirchheimerite,"pink, light",2-2.5,Pearly,,
3.23,Vuagnatite,colorless,6,Vitreous (Glassy),,
3.23,Chesterite,colorless,2-2.5,Silky - Pearly,,
3.23,Manganoneptunite,red,5-6,Vitreous (Glassy),,
3.23,Natrodufrenite,"green, light blue",3.5-4.5,Silky,,
3.23,Neptunite,black,5-6,Vitreous (Glassy),,
3.24,Ferrohornblende,brown,5-6,Vitreous - Pearly,,
3.24,Magnesiohornblende,brown,5-6,Vitreous - Pearly,,
3.24,Esperanzaite !,"green, blue",4.5,Vitreous (Glassy),,
3.24,Kaersutite,"brown, dark",5-6,Vitreous - Resinous,,
3.24,Mitridatite,"red, bronze",3.5,Adamantine - Resinous,,
3.24,Scandiobabingtonite !,gray,6,Vitreous (Glassy),,
3.24,Shuiskite,"brown, dark",6,Vitreous (Glassy),,
3.24,Sillimanite,bluish,7,Vitreous (Glassy),,
3.24,Taseqite !,"brown, clove",-,Vitreous (Glassy),,
3.25,Simferite,"red, dark",5,Vitreous - Resinous,,
3.25,Tschermakite,green,5-6,Vitreous (Glassy),,
3.25,Arsenocrandallite,blue,5.5,Vitreous (Glassy),,
3.25,Celsian,colorless,6-6.5,Vitreous (Glassy),,
3.25,Jonesite,colorless,3-4,Vitreous (Glassy),,
3.25,Manganogrunerite,brown,5-6,Vitreous - Silky,,
3.25,Nitrobarite,colorless,3,Vitreous (Glassy),,
3.25,Papagoite,"blue, light",5-5.5,Vitreous (Glassy),,
3.25,Potassicpargasite !,black,6-6.5,Vitreous (Glassy),,
3.25,Richelsdorfite,"blue, sky",2,Vitreous (Glassy),,
3.25,Thadeuite,"orange, yellow",3.5-4,Vitreous (Glassy),,
3.25,Uranosilite,"white, yellowish",-,Vitreous (Glassy),,
3.25,Zellerite,"yellow, white",2,Earthy (Dull),,
3.26,Lithiophorite,"black, bluish",2.5-3,Metallic - Dull,,
3.26,Sursassite,"brown, deep reddish",-,Vitreous (Glassy),,
3.26,Clinohumite,brown,6,Vitreous (Glassy),,
3.26,Helvite,brown,6-6.5,Vitreous - Resinous,,
3.26,Povondraite !,black,7,Resinous,,
3.26,Pyrochroite,colorless,2.5-3,Adamantine,,
3.26,Tikhonenkovite,colorless,3.5,Vitreous (Glassy),,
3.27,Churchite-(Y),colorless,3,Vitreous - Pearly,,
3.27,Hiortdahlite,brown,5.5,Vitreous - Greasy,,
3.27,Deliensite !,yellow,2,Vitreous (Glassy),,
3.27,Forsterite,colorless,6-7,Vitreous (Glassy),,
3.27,Haydeeite !,"green, bluish",2,Vitreous (Glassy),,
3.27,Iraqite-(La),"yellow, greenish",4.5,Earthy (Dull),,
3.27,Isokite,colorless,5,Silky - Pearly,,
3.27,Loseyite,"white, bluish",3,Vitreous (Glassy),,
3.27,Panasqueiraite,white,5,Silky - Pearly,,
3.27,Potassic-magnesiosadanagaite,"brown, dark",6,Vitreous (Glassy),,
3.27,Saleeite,yellow,2.5,Vitreous (Glassy),,
3.27,Scorzalite,"blue, dark",5.5-6,Vitreous - Dull,,
3.27,Wroewolfeite,"blue, greenish",2.5,Vitreous (Glassy),,
3.28,Slawsonite,colorless,5.5-6.5,Vitreous (Glassy),,
3.28,Burtite,colorless,3,Vitreous (Glassy),,
3.28,Cafetite,colorless,4-5,Adamantine,,
3.28,Clinochalcomenite,"green, bluish",2,Vitreous (Glassy),,
3.28,Jacquesdietrichite !,blue,2,Vitreous (Glassy),,
3.28,Larnite,colorless,6,Vitreous (Glassy),,
3.28,Samfowlerite,colorless,2.5-3,Vitreous (Glassy),,
3.28,Schubnelite,black,-,Adamantine,,
3.28,Schulenbergite,"blue, green",2,Silky,,
3.28,Axinite-(Fe),brown,6.5-7,Vitreous (Glassy),,
3.28,Axinite-(Mg),brown,6.5-7,Vitreous (Glassy),,
3.28,Axinite-(Mn),brown,6.5-7,Vitreous (Glassy),,
3.28,Shcherbinaite,"green, yellow",3-3.5,Vitreous (Glassy),,
3.29,Tavorite,"green, grass",5,Vitreous (Glassy),,
3.29,Lacroixite,colorless,4.5,Vitreous - Resinous,,
3.29,Mosandrite,yellow,4,Vitreous (Glassy),,
3.29,Phosphoferrite,colorless,3-3.5,Vitreous - Resinous,,
3.29,Potassic-chloropargasite !,black,5.5,Vitreous (Glassy),,
3.29,Tienshanite,"green, pistachio",6-6.5,Vitreous (Glassy),,
3.29,Tinzenite,yellow,6.5-7,Vitreous (Glassy),,
3.30,Acuminite,colorless,3.5,Vitreous (Glassy),,
3.30,Jeremejevite,colorless,7,Vitreous (Glassy),,
3.30,Ashoverite,colorless,-,Vitreous - Dull,,
3.30,Delindeite,"pink, gray",-,Pearly,,
3.30,Diaoyudaoite,colorless,7.6,Vitreous (Glassy),,
3.30,Dilithium *,"brown, bottle",5,Adamantine - Resinous,,
3.30,Donnayite-(Y),brown,3,Vitreous (Glassy),,
3.30,Dufrenite,brown,3.5-4,Silky,,
3.30,Jadeite,green,6.5,Vitreous (Glassy),,
3.30,Keldyshite,white,3.5-4.5,Vitreous - Greasy,,
3.30,Kinoshitalite,"brown, yellow",2.5-3,Vitreous (Glassy),,
3.30,Kolfanite,yellow,2.5,Adamantine,,
3.30,Kozulite,"black, reddish",5,Vitreous (Glassy),,
3.30,Kristiansenite !,colorless,5.5-6,Vitreous (Glassy),,
3.30,Magnesiozippeite,yellow,5-5.5,Earthy (Dull),,
3.30,Natrokomarovite *,white,4,Adamantine,,
3.30,Okayamalite !,"white, creamy",5.5,Earthy (Dull),,
3.30,Oxykinoshitalite !,"orange, bright",2.5,Vitreous (Glassy),,
3.30,Parahopeite,colorless,3.5,Vitreous - Pearly,,
3.30,Paraotwayite,"green, emerald",4,Silky,,
3.30,Poitevinite,pink,3-3.5,Vitreous (Glassy),,
3.30,Rosenbuschite,gray,5-6,Vitreous - Silky,,
3.30,Sadanagaite,"brown, dark",6,Vitreous (Glassy),,
3.30,Taneyamalite,"yellow, greenish",5-6,Vitreous (Glassy),,
3.30,Zeunerite,green,2.5,Vitreous (Glassy),,
3.30,Zoisite,gray,6.5,Vitreous - Pearly,,
3.31,Fuenzalidaite,white,2.5-3,Vitreous (Glassy),,
3.31,Komkovite,brown,3-4,Vitreous (Glassy),,
3.31,Kryzhanovskite,bronze,3.5-4,Vitreous - Dull,,
3.31,Santaclaraite,"pink, light",6.5,Vitreous (Glassy),,
3.31,Chalcomenite,"blue, light",2-2.5,Vitreous (Glassy),,
3.32,Dioptase,"green, dark blue",5,Vitreous (Glassy),,
3.32,Paracelsian,colorless,6,Vitreous (Glassy),,
3.32,Bernalite,"green, yellow",4,Vitreous - Resinous,,
3.32,Kochite !,colorless,5,Vitreous (Glassy),,
3.32,Kornerupine,brown,7,Vitreous (Glassy),,
3.32,Lithiomarsturite,"brown, yellow",6,Vitreous (Glassy),,
3.32,Magnesioastrophyllite,"yellow, brownish",3,Vitreous (Glassy),,
3.32,Marianoite !,"yellow, pale",6,Vitreous - Greasy,,
3.32,Niocalite,"yellow, light",6,Vitreous (Glassy),,
3.32,Pauflerite !,"green, light",3-4,Vitreous (Glassy),,
3.32,Perloffite,"black, brownish",5,Vitreous - Adamantine,,
3.32,Vanadiumdravite !,"green, dark",7.5,Resinous,,
3.32,Olivine *,"green, yellowish",6.5-7,Vitreous (Glassy),,
3.32,Gorceixite,brown,6,Vitreous - Dull,,
3.33,Niobokupletskite !,beige,3-4,Vitreous (Glassy),,
3.33,Burpalite,colorless,5-6,Vitreous (Glassy),,
3.33,Clinohedrite,colorless,5.5,Vitreous (Glassy),,
3.33,Gillespite,red,4,Vitreous (Glassy),,
3.33,Kottigite,red,2.5-3,Silky,,
3.33,Laubmannite ?,brown,3.5-4,Vitreous - Silky,,
3.34,Alarsite !,colorless,3,Vitreous (Glassy),,
3.34,Olmsteadite,brown,4,Subadamantine,,
3.34,Arsenogoyazite,"white, greenish",4,Vitreous (Glassy),,
3.34,Balipholite,white,5-5.5,Silky,,
3.34,Dickinsonite !,"green, brownish",3.5-4,Vitreous - Pearly,,
3.34,Dwornikite,white,2-3,Vitreous (Glassy),,
3.34,Henritermierite,"brown, clove",-,Vitreous (Glassy),,
3.34,Lithiophilite,brown,4-5,Vitreous - Resinous,,
3.34,Londonite !,colorless,8,Vitreous (Glassy),,
3.34,Omphacite,"green, grass",5-6,Vitreous - Silky,,
3.34,Shcherbakovite,"brown, dark",6.5,Vitreous - Greasy,,
3.34,Zircophyllite,"brown, dark",4-4.5,Vitreous - Adamantine,,
3.34,Prismatine !,"brown, yellow",6.5-7,Vitreous (Glassy),,
3.35,Cronstedtite,"black, brownish",3.5,Vitreous - Resinous,,
3.35,Astrophyllite,brown,3-3.5,Adamantine - Pearly,,
3.35,Clinozoisite !,colorless,7,Vitreous (Glassy),,
3.35,Dumortierite,blue,8.5,Vitreous (Glassy),,
3.35,Khibinskite,white,4.5-5.5,Greasy (Oily),,
3.35,Claraite,blue,2,Vitreous (Glassy),,
3.35,Cummingtonite,white,5-6,Vitreous - Silky,,
3.35,Johnsomervilleite,"brown, dark",4.5,Vitreous (Glassy),,
3.35,Katophorite,black,5,Vitreous (Glassy),,
3.35,Lindackerite,"blue, greenish",2-2.5,Vitreous (Glassy),,
3.35,Metahaiweeite,"yellow, greenish",3.5,Pearly,,
3.35,Paramendozavilite,yellow,1,Vitreous (Glassy),,
3.35,Pekovite !,colorless,7,Vitreous (Glassy),,
3.35,Pushcharovskite !,"green, very light",-,Vitreous (Glassy),,
3.35,Talmessite,colorless,5,Vitreous (Glassy),,
3.35,Samuelsonite,colorless,5,Subadamantine,,
3.36,Donpeacorite,"orange, yellow",5-6,Vitreous (Glassy),,
3.36,Gedrite,brown,5.5-6,Vitreous - Silky,,
3.36,Niedermayrite !,"green, bluish",-,Vitreous (Glassy),,
3.36,Poppiite !,brown,-,Vitreous (Glassy),,
3.36,Sabinaite,colorless,-,Earthy (Dull),,
3.36,Turkestanite !,"green, apple",5.5-6,Vitreous (Glassy),,
3.36,Warwickite,brown,3-4,Vitreous - Silky,,
3.36,Wiluite !,"green, dark",6,Vitreous (Glassy),,
3.37,Ahlfeldite,"brown, pink",2-2.5,Vitreous (Glassy),,
3.37,Fluoro-ferroleakeite,"black, bluish",6,Vitreous (Glassy),,
3.37,Johachidolite,colorless,7.5,Vitreous (Glassy),,
3.37,Magnesiochlorophoenicite,colorless,3-3.5,Vitreous - Pearly,,
3.37,Martyite !,"orange, yellow",3,Adamantine,,
3.37,Nechelyustovite !,creamy,-,Vitreous - Pearly,,
3.37,Schallerite,"brown, light",4.5-5,Vitreous - Waxy,,
3.37,Uzonite,yellow,1.5,Pearly,,
3.38,Bustamite,"red, brown",5.5-6.5,Vitreous (Glassy),,
3.38,Howieite,"green, dark",-,Greasy (Oily),,
3.38,Santafeite,black,-,Subadamantine,,
3.38,Hastingsite,"green, dark",6,Vitreous (Glassy),,
3.38,Homilite,black,5,Vitreous (Glassy),,
3.38,Krinovite,"green, dark",6-7,Subadamantine,,
3.38,Pigeonite,brown,6,Vitreous - Dull,,
3.38,Potassic-chlorohastingsite !,"green, dark",6,Vitreous (Glassy),,
3.38,Rouaite !,"green, dark emerald",-,Vitreous (Glassy),,
3.39,Cobaltomenite,"red, dark",2-2.5,Vitreous (Glassy),,
3.39,Ojuelaite,"yellow, greenish",3,Vitreous (Glassy),,
3.39,Parakeldyshite,"white, bluish",5.5-6,Vitreous (Glassy),,
3.39,Ramsbeckite,green,3.5,Vitreous (Glassy),,
3.39,Yoderite,"red, purple",6,Vitreous (Glassy),,
3.40,Kanonaite,"black, greenish",6.5,Vitreous (Glassy),,
3.40,Rockbridgeite,green,4.5,Vitreous - Dull,,
3.40,Babingtonite,"black, brownish",5.5-6,Vitreous (Glassy),,
3.40,Bergslagite,colorless,5,Vitreous (Glassy),,
3.40,Bredigite,colorless,-,Vitreous (Glassy),,
3.40,Chromdravite !,"black, greenish",7-7.5,Vitreous - Resinous,,
3.40,Connellite,"green, blue",3,Vitreous (Glassy),,
3.40,Diaspore,white,6.5-7,Vitreous - Pearly,,
3.40,Diopside,blue,6,Vitreous (Glassy),,
3.40,Glaucochroite,green,6,Vitreous (Glassy),,
3.40,Griphite,"black, brownish",5.5,Vitreous - Resinous,,
3.40,Hardystonite,white,3-4,Vitreous (Glassy),,
3.40,Johannite,yellow,2,Vitreous (Glassy),,
3.40,Johnwalkite,"brown, dark reddish",4,Vitreous (Glassy),,
3.40,Lorenzenite,brown,6,Vitreous - Greasy,,
3.40,Piemontite,yellow,6-7,Vitreous (Glassy),,
3.40,Posnjakite,blue,2.5-3,Vitreous (Glassy),,
3.40,Purpurite,"black, brownish",4-5,Earthy (Dull),,
3.40,Riebeckite,blue,4,Vitreous - Silky,,
3.40,Sassolite,white,1,Vitreous - Pearly,,
3.40,Serendibite,blue,6-7,Vitreous (Glassy),,
3.40,Veszelyite,"green, blue",3.5-4,Vitreous (Glassy),,
3.40,Augite,"green, brown",5-6.5,Vitreous - Resinous,,
3.40,Clinoenstatite,colorless,5-6,Vitreous - Pearly,,
3.40,Vesuvianite,blue,6.5,Vitreous - Resinous,,
3.41,Heterosite,"black, brownish",4-4.5,Silky,,
3.41,Cymrite,brown,2-3,Vitreous - Silky,,
3.41,Eylettersite,"white, cream",3-4,Vitreous (Glassy),,
3.41,Ferrisicklerite,"brown, yellow",4,Earthy (Dull),,
3.41,Ferrotschermakite !,green,5-6,Vitreous (Glassy),,
3.41,Gageite,colorless,-,Vitreous (Glassy),,
3.41,Gerenite-(Y) !,white,5,Vitreous (Glassy),,
3.41,Giniite,"brown, blackish",3-4,Vitreous - Greasy,,
3.41,Leisingite !,yellow,3-4,Vitreous - Silky,,
3.41,Lonsdaleite,"black, brownish",7-8,Adamantine,,
3.41,Magbasite,colorless,5,Vitreous (Glassy),,
3.41,Natrophilite,yellow,4.5-5,Resinous,,
3.41,Otwayite,green,4,Silky,,
3.41,Petersite-(Y),"green, yellow",3-4,Vitreous (Glassy),,
3.41,Metazellerite,"yellow, light",2,Earthy (Dull),,
3.42,Gerhardtite,green,2,Vitreous (Glassy),,
3.42,Buttgenbachite,azure,3,Vitreous (Glassy),,
3.42,Carlosruizite,colorless,2.5-3,Vitreous (Glassy),,
3.42,Euchroite,"green, leek",3.5-4,Vitreous (Glassy),,
3.42,Kassite,"red, brown",5,Adamantine,,
3.42,Niobophyllite,brown,3-4,Vitreous - Adamantine,,
3.42,Wohlerite,yellow,5.5-6,Vitreous - Greasy,,
3.43,Gaudefroyite,black,6,Adamantine - Resinous,,
3.43,Sicklerite,"brown, dark",4,Earthy (Dull),,
3.43,Alacranite,red,1.5,Adamantine - Greasy,,
3.43,Danalite,brown,5.5-6,Vitreous - Greasy,,
3.43,Fillowite,yellow,4.5,Resinous - Greasy,,
3.43,Macfallite,brown,5-5.5,Vitreous - Silky,,
3.43,Moolooite,blue,-,Earthy (Dull),,
3.43,Remondite-(Ce),"orange, reddish",3-3.5,Vitreous (Glassy),,
3.43,Roeblingite,white,3,Vitreous (Glassy),,
3.43,Batisite,"pink, brown",5.9,Vitreous - Greasy,,
3.43,Kirschsteinite,colorless,5.5,Vitreous (Glassy),,
3.44,Abernathyite,yellow,2-3,Vitreous (Glassy),,
3.44,Ferropargasite,"green, bluish",5-6,Vitreous (Glassy),,
3.44,Fersmanite,"yellow, golden",5.5,Vitreous (Glassy),,
3.44,Kalipyrochlore,green,4-4.5,Vitreous - Resinous,,
3.44,Lamprophyllite,yellow,2.5,Vitreous - Pearly,,
3.44,Potassicferrisadanagaite !,black,5.5-6,Vitreous (Glassy),,
3.44,Rhodizite,colorless,8.5,Vitreous - Adamantine,,
3.45,Arfvedsonite,black,5.5-6,Vitreous (Glassy),,
3.45,Calcioburbankite,"orange, deep",3-4,Vitreous (Glassy),,
3.45,Epidote !,"green, yellowish",7,Vitreous (Glassy),,
3.45,Grunerite,ashen,5-6,Vitreous - Pearly,,
3.45,Hemimorphite,brown,5,Vitreous (Glassy),,
3.45,Hydrougrandite ?,green,-,Vitreous (Glassy),,
3.45,Lazarenkoite,"orange, light",1,Resinous,,
3.45,Manganbabingtonite,black,5.5-6,Vitreous (Glassy),,
3.45,Minrecordite,colorless,3.5-4,Pearly,,
3.45,Nacareniobsite-(Ce),colorless,5,Vitreous (Glassy),,
3.45,Peprossiite-(Ce),"yellow, brownish",2,Vitreous (Glassy),,
3.45,Redgillite !,"green, grass",2,Vitreous (Glassy),,
3.45,Sapphirine,blue,7.5,Vitreous (Glassy),,
3.45,Uranospinite,"green, siskin",2-3,Pearly,,
3.46,Nordite-(La),"brown, light",5-6,Vitreous - Greasy,,
3.46,Ferrorichterite,brown,5-6,Vitreous (Glassy),,
3.46,Fluorvesuvianite !,colorless,6,Vitreous (Glassy),,
3.46,Marsturite,white,6,Vitreous (Glassy),,
3.46,Nelenite,brown,5,Vitreous - Resinous,,
3.46,Uranocircite,yellow,2-2.5,Pearly,,
3.47,Bechererite !,"green, light",2.5-3,Vitreous (Glassy),,
3.47,Ferritaramite,,5-6,Vitreous (Glassy),,
3.47,Saneroite,"orange, light",6-7,Resinous - Greasy,,
3.47,Seidozerite,"red, brownish",4-5,Vitreous (Glassy),,
3.47,Trimerite,colorless,6-7,Vitreous (Glassy),,
3.48,Frondelite,brown,4.5,Vitreous - Dull,,
3.48,Akatoreite,orange,6,Vitreous (Glassy),,
3.48,Baghdadite,colorless,6,Vitreous (Glassy),,
3.48,Bederite !,"brown, very dark",5,Vitreous (Glassy),,
3.48,Dundasite,"blue, sky",2,Vitreous - Silky,,
3.48,Johninnesite,"brown, yellow",5-6,Vitreous (Glassy),,
3.48,Kamchatkite,"brown, greenish",3.5,Vitreous (Glassy),,
3.48,Metakahlerite,"yellow, sulfur",2.5,Pearly,,
3.48,Springcreekite !,black,4-5,Vitreous - Dull,,
3.48,Titanite,"brown, reddish",5-5.5,Adamantine - Resinous,,
3.48,Weilite,white,-,Greasy (Oily),,
3.48,Wiserite,white,2.5,Vitreous - Silky,,
3.48,Schoenfliesite,"brown, reddish",4-4.5,Vitreous (Glassy),,
3.49,Bornemanite,"yellow, light",3.5-4,Pearly,,
3.49,Sinhalite,brown,6.5-7,Vitreous (Glassy),,
3.49,Chambersite,colorless,7,Vitreous (Glassy),,
3.49,Grenmarite !,"brown, yellowish",4.5,Vitreous (Glassy),,
3.49,Hematolite,"red, blood",3.5,Vitreous - Pearly,,
3.49,Natrochalcite,"green, emerald",4.5,Vitreous (Glassy),,
3.49,Normandite !,yellow,5-6,Vitreous - Adamantine,,
3.49,Zalesiite !,"green, pale",2-3,Vitreous - Resinous,,
3.50,Gottlobite !,orange,4.5,Vitreous - Adamantine,,
3.50,Manganonordite-(Ce) !,"brown, pale",5-5.5,Vitreous (Glassy),,
3.50,Aegirine-augite *,"green, dark",6,Vitreous (Glassy),,
3.50,Burbankite,colorless,3.5,Vitreous (Glassy),,
3.50,Ferronordite-(Ce) !,colorless,5-5.5,Vitreous (Glassy),,
3.50,Goudeyite,colorless,3-4,Vitreous (Glassy),,
3.50,Hydrozincite,white,2-2.5,Pearly,,
3.50,Junitoite,colorless,4.5,Vitreous (Glassy),,
3.50,Kainosite-(Y),brown,5-6,Vitreous - Resinous,,
3.50,Kazakhstanite,black,2.5,Subadamantine,,
3.50,Langite,"green, blue",2.5-3,Vitreous (Glassy),,
3.50,Meta-autunite,yellow,1,Pearly,,
3.50,Phuralumite,lemon,3,Vitreous (Glassy),,
3.50,Protomangano-ferro-anthophyllite !,"yellow, light brownish",5-6,Vitreous (Glassy),,
3.50,Remondite-(La) !,"yellow, bright orange",3,Vitreous (Glassy),,
3.50,Rinkite !,yellow,5,Vitreous (Glassy),,
3.50,Scheuchzerite !,"orange, yellow",2.5,Vitreous (Glassy),,
3.50,Tangeite,yellow,3.5,Vitreous - Pearly,,
3.50,Taramite,"green, blue",5-6,Vitreous (Glassy),,
3.50,Thortveitite,brown,6.5,Vitreous - Adamantine,,
3.50,Triphylite,gray,4-5,Greasy (Oily),,
3.50,Vajdakite !,green,-,Vitreous (Glassy),,
3.50,Volborthite,"yellow, brownish",3,Vitreous - Pearly,,
3.50,Yttrocerite *,"blue, reddish",4-5,Vitreous (Glassy),,
3.51,Metanovacekite,yellow,2.5,Vitreous (Glassy),,
3.51,Nambulite,"brown, reddish orange",6.5,Vitreous - Adamantine,,
3.51,Natronambulite,"orange, pink",5.5-6,Vitreous (Glassy),,
3.51,Pellyite,colorless,6,Vitreous (Glassy),,
3.51,Sclarite,colorless,3-4,Vitreous (Glassy),,
3.51,Tombarthite-(Y),"black, brownish",5-6,Earthy (Dull),,
3.52,Diamond,colorless,10,Adamantine,,
3.52,Fermorite,white,5,Greasy (Oily),,
3.52,Aegirine,green,6-6.5,Vitreous - Resinous,,
3.52,Chloro-potassichastingsite !,"green, dark",5,Vitreous (Glassy),,
3.52,Florencite-(La),colorless,5-6,Resinous - Greasy,,
3.52,Ottrelite,"green, pistachio",6-7,Vitreous (Glassy),,
3.52,Pararealgar,"yellow, light",1-1.5,Vitreous - Resinous,,
3.52,Ungarettiite,"red, cherry",6,Vitreous - Adamantine,,
3.52,Verplanckite,"yellow, brownish",2.5-3,Vitreous (Glassy),,
3.52,Wendwilsonite,"pink, light",3-4,Vitreous (Glassy),,
3.53,Florencite-(Nd),yellow,5-6,Resinous - Greasy,,
3.53,Mckelveyite-(Nd) *,brown,3-3.5,Vitreous (Glassy),,
3.53,Mckelveyite-(Y),yellow,3.5-4,Vitreous (Glassy),,
3.53,Orpiment,"yellow, lemon",1.5-2,Pearly,,
3.53,Carbocernaite,brown,3,Vitreous - Greasy,,
3.53,Lavenite,colorless,6,Vitreous - Dull,,
3.54,Arrojadite-(BaFe) !,"green, grayish",-,Greasy (Oily),,
3.54,Bobfergusonite,"brown, greenish",4,Resinous,,
3.54,Esseneite,"brown, reddish",6,Vitreous (Glassy),,
3.54,Ferronordite-(La) !,colorless,5,Vitreous - Greasy,,
3.54,Fraipontite,bluish,2.5,Silky,,
3.54,Koritnigite,colorless,2,Vitreous (Glassy),,
3.54,Lavendulan,blue,2.5,Vitreous - Waxy,,
3.54,Meta-ankoleite,yellow,2-2.5,Vitreous (Glassy),,
3.54,Sklodowskite,"yellow, greenish",2-3,Vitreous (Glassy),,
3.55,Chloritoid,"gray, green",6.5,Pearly,,
3.55,Effenbergerite,blue,4-5,Vitreous - Resinous,,
3.55,Chlorophoenicite,"green, grayish",3-3.5,Vitreous - Pearly,,
3.55,Hedenbergite,"green, brownish",5-6,Vitreous - Pearly,,
3.55,Hypersthene ?,"white, grayish",5.5-6,Vitreous - Silky,,
3.55,Kapellasite !,"green, bluish",-,Vitreous (Glassy),,
3.55,Lehnerite,bronze,2-3,Vitreous - Pearly,,
3.55,Lulzacite !,"green, grayish",5.5-6,Vitreous (Glassy),,
3.55,Magnesiochloritoid,"gray, greenish",6.5,Pearly,,
3.55,Natalyite,"green, yellow",7,Vitreous - Silky,,
3.55,Parabrandtite,colorless,3-4,Vitreous (Glassy),,
3.55,Topaz,colorless,8,Vitreous (Glassy),,
3.55,Trogerite,yellow,2-3,Vitreous - Pearly,,
3.55,Waterhouseite !,"brown, resinous orange",-,Vitreous - Pearly,,
3.56,Pseudosinhalite !,colorless,-,Vitreous (Glassy),,
3.56,Arrojadite !,"green, olive",5,Vitreous - Greasy,,
3.56,Johannsenite,brown,6,Vitreous (Glassy),,
3.56,Nullaginite,"green, bright",1.5-2,Silky,,
3.57,Ferrogedrite,green,5.5-6,Vitreous - Silky,,
3.57,Grossular,brown,6.5-7.5,Vitreous - Resinous,,
3.58,Congolite,"red, light",6.5-7.5,Vitreous (Glassy),,
3.58,Gageite-2M,colorless,-,Vitreous (Glassy),,
3.58,Horvathite-(Y) !,colorless,4,Vitreous (Glassy),,
3.58,Nabalamprophyllite !,brown,3,Vitreous - Adamantine,,
3.58,Varulite,"green, yellow",5,Vitreous (Glassy),,
3.58,Florencite-(Ce),colorless,5-6,Resinous - Greasy,,
3.58,Sodium meta-autunite !,yellow,2-2.5,Vitreous - Pearly,,
3.58,Sodium-autunite,yellow,2-2.5,Vitreous - Pearly,,
3.59,Dimorphite,orange,1.5,Adamantine,,
3.59,Janggunite,black,2-3,Earthy (Dull),,
3.60,Uvarovite,green,6.5-7,Vitreous (Glassy),,
3.60,Barbosalite,"green, blue",5.5-6,Vitreous - Dull,,
3.60,Benitoite,blue,6-6.5,Vitreous (Glassy),,
3.60,Boltwoodite,yellow,3.5-4,Vitreous - Pearly,,
3.60,Ferrowyllieite,"green, bluish",4,Vitreous - Metallic,,
3.60,Fluorcaphite !,"yellow, light",5,Vitreous (Glassy),,
3.60,Ilimaussite-(Ce),"yellow, brownish",4,Earthy (Dull),,
3.60,Janhaugite,"brown, reddish",5,Vitreous (Glassy),,
3.60,Kosmochlor,"green, emerald",6-7,Vitreous (Glassy),,
3.60,Namansilite,"red, brownish",6-7,Vitreous - Pearly,,
3.60,Paralstonite,colorless,4-4.5,Vitreous (Glassy),,
3.60,Rhodonite,pink,6,Vitreous (Glassy),,
3.60,Sverigeite,yellow,6.5,Vitreous - Dull,,
3.60,Turneaureite,colorless,5,Vitreous - Greasy,,
3.60,Umbozerite,"green, bottle",5,Vitreous (Glassy),,
3.60,Vanadomalayaite,"red, deep",6,Adamantine,,
3.60,Rosemaryite,"green, bluish",4-4.5,Vitreous - Metallic,,
